Run	AGE	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Group	HOST	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	litter_id	mouse_id	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study	total_sequences	study_name	uuid
SRR28674851	1	WGS	302	442100518	PRJNA1099939	SAMN40961898	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	191471745	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-11	public	run.zq,sra,fastq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243116	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG043AM3_1MTH_09112019	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG043AM3_1MTH_09112019	SRP501636	1771035	SampsonTR_2025	a2e481ae-1298-40a2-aaed-720328b107a9
SRR28674852	12	WGS	302	469306188	PRJNA1099939	SAMN40961897	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	204136934	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-08-11	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243115	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG043AM3_12MTH_08112020	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T16:00:00Z	1	hSCATG043AM3_12MTH_08112020	SRP501636	1873601	SampsonTR_2025	785f6688-91f3-4341-a653-bd38075dc194
SRR28674855	1	WGS	302	193609180	PRJNA1099939	SAMN40961894	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	91079135	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-11	public	sra,fastq,run.zq	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243112	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG043AM2_1MTH_09112019	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T16:00:00Z	1	hSCATG043AM2_1MTH_09112019	SRP501636	631988	SampsonTR_2025	fe6cdea3-e1b1-4acf-8dd6-45d9960cc832
SRR28674856	12	WGS	302	429475710	PRJNA1099939	SAMN40961893	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	199788841	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-08-11	public	sra,run.zq,fastq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243111	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG043AM2_12MTH_08112020	PAIRED	RANDOM	METAGENOMIC	hSCATG043	hSCATG043AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG043AM2_12MTH_08112020	SRP501636	1592662	SampsonTR_2025	39ab11d4-eec2-4b8b-b44e-58e1341d5138
SRR28674859	12	WGS	302	305524038	PRJNA1099939	SAMN40961861	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	137356806	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	fastq,run.zq,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243108	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM2_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG039AM2_12MTH_07082020	SRP501636	1182398	SampsonTR_2025	a68938ee-8c92-42b6-82e7-47e3f1b07240
SRR28674860	3	WGS	302	586421788	PRJNA1099939	SAMN40961735	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	252699002	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-03	public	fastq,run.zq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243107	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG020AM1_3MTH_09032019	PAIRED	RANDOM	METAGENOMIC	hSCATG020	hSCATG020AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T16:00:00Z	1	hSCATG020AM1_3MTH_09032019	SRP501636	2464333	SampsonTR_2025	5c9f9f8c-6d44-4517-a995-c59a42d494f0
SRR28674861	6	WGS	302	333111134	PRJNA1099939	SAMN40961860	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	153231397	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	fastq,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243106	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM5_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG037AM5_6MTH_01082020	SRP501636	1235592	SampsonTR_2025	1acb8a2f-b845-4a16-8428-737551e7de05
SRR28674865	6	WGS	302	322607574	PRJNA1099939	SAMN40961856	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	147414079	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243102	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM3_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG037AM3_6MTH_01082020	SRP501636	1240361	SampsonTR_2025	be861955-0caa-40dc-aa73-528798496eda
SRR28674866	12	WGS	302	328561806	PRJNA1099939	SAMN40961833	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	149417975	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	fastq,run.zq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243101	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM2_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG035AM2_12MTH_06302020	SRP501636	1229610	SampsonTR_2025	3517872d-18e5-4a61-a2cd-a7e986b7513a
SRR28674867	6	WGS	302	386893408	PRJNA1099939	SAMN40961832	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	171879490	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,sra,fastq	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243100	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG035AM1_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG035AM1_6MTH_01022020	SRP501636	1461425	SampsonTR_2025	afd5d891-ae54-48f4-9f07-bcea6cb8ee91
SRR28674868	3	WGS	302	240522162	PRJNA1099939	SAMN40961831	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	115310575	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	sra,run.zq,fastq	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243099	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG035AM1_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG035AM1_3MTH_10032019	SRP501636	886732	SampsonTR_2025	e487c092-565d-4d9c-a071-59baa4d77019
SRR28674869	6	WGS	302	564611348	PRJNA1099939	SAMN40961732	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	241714062	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	run.zq,sra,fastq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243098	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM5_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG018AM5_6MTH_12032019	SRP501636	2280177	SampsonTR_2025	4d226aff-bd26-492a-a058-ced68aca87e0
